indo_time,speed,speed_norm,anomaly_score,is_anomaly
2025-05-27 17:08:33+00:00,23115.8,-1.508102697095943,847933.5820166637,1
2025-05-27 17:08:34+00:00,23104.9,-1.5971520930572636,853716.7947925664,1
2025-05-27 17:08:35+00:00,23102.8,-1.614308398701209,844334.5575151393,1
2025-05-27 17:08:36+00:00,23107.0,-1.579995787413348,832146.5736266567,1
2025-05-27 17:08:37+00:00,23105.5,-1.5922502914447247,825962.4519711436,1
2025-05-27 17:08:38+00:00,23105.5,-1.5922502914447247,806473.6204881612,1
2025-05-27 17:08:39+00:00,23109.4,-1.560388580963133,792019.4443492941,1
2025-05-27 17:08:40+00:00,23105.0,-1.5963351261218504,795960.6320287208,1
2025-05-27 17:08:41+00:00,23106.6,-1.5832636551550603,795340.6652574895,1
2025-05-27 17:08:42+00:00,23107.8,-1.5734600519299529,800756.0869968425,1
2025-05-27 17:08:43+00:00,23108.4,-1.5685582503173843,807933.2426965956,1
2025-05-27 17:08:44+00:00,23112.2,-1.5375135067712355,808637.4657332619,1
2025-05-27 17:08:45+00:00,23106.8,-1.581629721284204,808827.7477871428,1
2025-05-27 17:08:46+00:00,23102.8,-1.614308398701209,806423.3332894637,1
2025-05-27 17:08:47+00:00,23104.9,-1.5971520930572636,815624.6648988613,1
2025-05-27 17:08:48+00:00,23105.4,-1.593067258380138,832340.8566254067,1
2025-05-27 17:08:49+00:00,23100.3,-1.634732572086837,838895.2002840011,1
2025-05-27 17:08:50+00:00,23108.4,-1.5685582503173843,833565.7974902098,1
